id,title,location,department,industry,salary_range,work_from_home,company_logo,screening_round,employment_type,required_experience,required_education,is_authentic
4888,English Teacher Abroad,Sacramento,Engineering,Oil & Energy,,0,1,1,Contract,,Bachelor's Degree,1
8289,Senior Engineering Product Manager,San Francisco,Other,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
4190,Pawsome Ruby Developer,New York,Design,Consumer Services,,0,1,0,Full-time,Mid-Senior level,,1
13160,Branch Associate,Sacramento,Health Care Provider,Financial Services,,0,1,1,Full-time,Associate,High School or equivalent,1
561,Project Engineer,San Francisco,Engineering,Computer Software,600000-750000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
5527,Home Based Payroll Typist/Data Entry Clerks Positions Available,London,Marketing,Information Technology and Services,,0,0,0,,,,0
2318,Customer Service Representative - Verizon,Sacramento,Other,Consumer Services,,0,1,0,Full-time,Entry level,Unspecified,1
10472,OD Consultant,New York,Education,Oil & Energy,0-35000,0,1,0,Full-time,Not Applicable,Bachelor's Degree,1
6567,Call Center Representative I,New York,Information Technology,Information Technology and Services,28000-32000,0,1,1,Full-time,Associate,High School or equivalent,0
4132,Summer Internships,London,Administrative,Consumer Services,,0,1,1,Full-time,Internship,Bachelor's Degree,1
13655,Javascript Front-end Engineer,Athens,Health Care Provider,Consumer Services,80000-110000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17240,Global Category Manager - IT/MRO/HR,London,Other,Hospital & Health Care,,0,1,0,Full-time,,Bachelor's Degree,1
16862,Quality Engineer ,San Francisco,Information Technology,Computer Software,40000-90000,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,0
8260,"Materials Manager - SAP data analysis - Greenwood, MS",Athens,Health Care Provider,Financial Services,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
16966,Office Manager,New York,Health Care Provider,Marketing and Advertising,30000-40000,0,1,0,Full-time,Associate,Bachelor's Degree,1
12398,Outside Sales Professional-South Bend,Athens,Administrative,Oil & Energy,,0,1,0,,,,1
4139,Frontend Engineer,New York,Marketing,Consumer Services,,0,1,0,,,,1
9675,Cad Designer,Sacramento,Sales,Financial Services,,0,0,0,Full-time,,,1
807,Product Specialist - Night Shift,London,Other,Hospital & Health Care,,0,0,0,Full-time,,,1
5583,Dotnet Developer Required for  Qatar ,New York,Sales,Marketing and Advertising,,0,0,1,,,,0
4206,Geologist ,Sacramento,Health Care Provider,Telecommunications,,0,0,0,,,,1
2369,Director of Product Marketing for Advertisers ,London,Customer Service,Internet,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
11491,Restaurant Manager,London,Other,Consumer Services,,0,1,1,,,,1
14414,Talent Acquisition Specialist - Part time (Maternity Cover),San Francisco,Marketing,Marketing and Advertising,,0,1,0,Part-time,Mid-Senior level,Bachelor's Degree,1
5523,Home Based Payroll Typist/Data Entry Clerks Positions Available,London,Sales,Marketing and Advertising,,0,0,0,,,,0
1666,UK Marketing Manager,San Francisco,Education,Telecommunications,,0,1,1,Full-time,,,1
5499,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,London,Marketing,Information Technology and Services,,0,0,0,,,,0
17752,Cruise Staff Wanted *URGENT*,New York,Sales,Education Management,,0,0,1,Full-time,,,0
9879,IC&E Technician,London,Health Care Provider,Education Management,95000-115000,0,1,1,Full-time,Mid-Senior level,High School or equivalent,0
17183,DH8 Bricklaying Apprenticeship Under NAS 16-18 Year Olds Only,Athens,Administrative,Internet,,0,1,1,,Not Applicable,High School or equivalent,1
10191,Manchester Apprenticeships Available Under NAS 16-24 year olds only!,Athens,Education,Hospital & Health Care,,0,1,0,Full-time,Not Applicable,High School or equivalent,1
9977,Technical Project Manager,Sacramento,Other,Oil & Energy,40000-45000,0,1,1,Full-time,Associate,Bachelor's Degree,1
5579,Senior Windows Server Security Administrator Required for  Qatar ,London,Engineering,Marketing and Advertising,,0,0,1,,,,0
725,200K + MANAGEMENT POSITION FOR EXPERIENCED MERCHANT CASH ADVANCE REPS,Sacramento,Education,Telecommunications,,1,0,0,Full-time,Mid-Senior level,,1
17695,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,London,Information Technology,Education Management,,0,0,0,,,,0
13414,Linux System Administrator,Athens,Administrative,Oil & Energy,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
5868,Digital Marketing Intern (6-months),Athens,Design,Oil & Energy,,0,1,1,Temporary,Internship,Unspecified,1
14133,Global Account Executive,Sacramento,Health Care Provider,Telecommunications,,0,1,0,,,,1
434,Scrum Master/Project Management,New York,Health Care Provider,Financial Services,,0,0,0,Contract,,,1
17599,Real Estate & Insurance Professionals,San Francisco,Marketing,Oil & Energy,,0,0,1,,,,0
4820,Female HAAD passer Nurse,Athens,Customer Service,Education Management,,0,0,0,Full-time,Entry level,Bachelor's Degree,1
17514,Office Manager,Sacramento,Sales,Computer Software,,0,0,0,,,,0
17711,Customer Service Represenatative,Sacramento,Health Care Provider,Internet,,0,0,1,Full-time,Not Applicable,,0
5500,Brand Partner,New York,Engineering,Information Technology and Services,,0,0,1,,,,0
14512,Marketing Coordinator,Athens,Education,Computer Software,,0,1,0,Full-time,,,1
11600,Full-Cycle Recruiter (Oil & Gas),Sacramento,Information Technology,Information Technology and Services,,0,1,1,Full-time,Associate,,1
181,Sales Executive,New York,Marketing,Internet,,0,0,0,,,,0
11574,Front End Interface Developer,Sacramento,Health Care Provider,Consumer Services,80-110,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
12452,Brand Strategist,Sacramento,Education,Consumer Services,,0,1,1,,,,1
9824,Health + Safety Professional,London,Information Technology,Information Technology and Services,80000-120000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
17812,"Agency Sales Managers $150-$175,000/yr",New York,Engineering,Education Management,,0,1,0,Full-time,Associate,High School or equivalent,0
8693,Payroll Clerk,London,Information Technology,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,0
492,Web U.I./U.X. Designer,New York,Design,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,Certification,1
17089,Full Stack Ruby Engineer,Sacramento,Education,Consumer Services,45-55,0,0,1,Full-time,Mid-Senior level,Unspecified,1
17770,Data Entry Clerk,Sacramento,Information Technology,Marketing and Advertising,48000-55000,0,1,0,Full-time,Entry level,High School or equivalent,0
5511,Payroll Data Coordinator Positions - Earn $100-$200 Daily ,San Francisco,Engineering,Internet,,0,0,0,,,,0
5435,customer service agent,Sacramento,Customer Service,Computer Software,,0,0,1,,,,0
15840,Manufacturing Engineering Manager,Athens,Design,Telecommunications,,0,0,0,Full-time,,,1
2893,Marketing Database Decision Strategy Consultant ,London,Customer Service,Information Technology and Services,80000-200000,0,0,0,Full-time,,Master's Degree,0
15213,Software Engineer,London,Other,Hospital & Health Care,,0,1,1,Full-time,Not Applicable,,1
11548,English Teacher Abroad ,Sacramento,Sales,Marketing and Advertising,,0,1,1,Contract,,Bachelor's Degree,1
13919,Registered Operating Department Practitioners (RODPs),New York,Health Care Provider,Consumer Services,,0,1,1,Temporary,Not Applicable,Certification,1
8940,"Quality & Continuous Improvement Manager - Six Sigma - Houston, TX",Athens,Other,Education Management,,0,0,0,Full-time,,,1
3910,Mail Clerk/Floater,Athens,Education,Consumer Services,,0,1,1,Part-time,Entry level,High School or equivalent,1
7158,Social Media Intern,Athens,Health Care Provider,Telecommunications,,0,1,1,Part-time,Internship,,1
13933,Production Shift Supervisor ,Sacramento,Health Care Provider,Education Management,,0,1,1,Full-time,Mid-Senior level,Associate Degree,1
7443,Software Developer (Java or PHP),London,Design,Financial Services,,0,0,1,Full-time,,,1
17782,ADMINISTRATIVE ASSISTANT,London,Administrative,Information Technology and Services,17000-21000,0,0,0,Part-time,Entry level,Certification,0
16187,Sales Director,San Francisco,Education,Marketing and Advertising,,0,1,0,Full-time,Director,Unspecified,1
13379,Field Service Technician,Athens,Design,Financial Services,,0,1,0,Full-time,,,1
10413,NE45 5AT Estate Agents Apprenticeship Under NAS 16-18 Year Olds Only,Sacramento,Design,Oil & Energy,,0,1,1,,,High School or equivalent,1
5505,Director of Technical Operations,San Francisco,Information Technology,Internet,,0,1,1,Full-time,Director,Master's Degree,0
7659,Admin Clerical Data Processor,San Francisco,Engineering,Information Technology and Services,,1,0,0,,Entry level,Some High School Coursework,0
4085,Director Surveillance & Investigation Epidemiology Resource Center,Athens,Administrative,Telecommunications,,0,0,0,Full-time,Associate,Master's Degree,1
8883,Creative Agency Senior Account Executive,New York,Design,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
2278,Food and Beverage Director,London,Engineering,Computer Software,75000-80000,0,0,0,Contract,,,0
8969,Office Services Associate ,Athens,Other,Computer Software,,0,1,0,Full-time,Entry level,High School or equivalent,1
15605,Human Resources Coordinator-Staffing and Records Management,San Francisco,Administrative,Telecommunications,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
17553,Nurse Shift/Program Supervisor  ,London,Administrative,Computer Software,,0,0,0,Full-time,,,0
5450,Something else (Other),New York,Other,Computer Software,,0,1,0,,,,1
11757,UST Testing Technician III,London,Health Care Provider,Consumer Services,70000-80000,0,1,1,Full-time,Mid-Senior level,Certification,0
17054,Junior Developer,Sacramento,Health Care Provider,Oil & Energy,,0,1,1,,,,1
11258,Production Supervisor,Sacramento,Design,Marketing and Advertising,,0,0,0,Full-time,,,1
11085,Office Services Associate ,London,Other,Oil & Energy,,0,1,0,Full-time,Associate,High School or equivalent,1
5586,Urgently Required System Administrator for  Bahrain,Athens,Engineering,Marketing and Advertising,,0,0,0,,,,0
4258,Software Developer Intern,San Francisco,Design,Internet,,1,1,0,,,,1
17685,"Engineering Senior Supervisor, Livonia, MI",Sacramento,Information Technology,Financial Services,,0,0,0,,,,0
15608,Sales Finance Manager,Sacramento,Engineering,Information Technology and Services,,0,1,0,,,,1
9361,Finance Manager: Sales Organization,Athens,Design,Oil & Energy,,0,1,0,,,,1
10850,Hiring for Senior SAP Solution Engineer,New York,Marketing,Marketing and Advertising,120000-130000,0,0,0,Full-time,Mid-Senior level,,0
17696,Data Entry Admin/Clerical Positions - Work From Home,London,Engineering,Marketing and Advertising,,0,0,0,,,,0
8310,Software Architect ,New York,Information Technology,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
17694,Appointment setter,London,Engineering,Internet,,0,0,0,Contract,Entry level,Unspecified,0
13330,Care Assistant,Sacramento,Other,Financial Services,,0,1,1,Part-time,Entry level,Unspecified,1
3157,Digital Media Sales Representative,San Francisco,Education,Information Technology and Services,,0,1,0,Full-time,Associate,Bachelor's Degree,1
16503,Flyer distributor,San Francisco,Education,Oil & Energy,,0,1,0,,,,1
12400,Beauty & Fragrance consultants needed,San Francisco,Design,Telecommunications,,0,1,0,,,,1
3176,Earn the Income You Deserve,London,Customer Service,Consumer Services,,1,0,1,,,,0
5424,PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY!,Athens,Information Technology,Education Management,,0,1,1,Part-time,,,1
17591,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,Sacramento,Customer Service,Education Management,,0,0,0,,,,0
9066,Executive Assistant For Rapidly Growing Startup (Temp-to-Perm) - $36K,Sacramento,Education,Oil & Energy,36000-42000,0,1,1,Temporary,Associate,Unspecified,1
1138,3 Full-Time Caregivers for an Independent and Compassionate Woman ,London,Marketing,Hospital & Health Care,,0,1,1,Full-time,Entry level,High School or equivalent,1
2020,"  Discipline Manager Civil, Structural, Marine, Architectural",San Francisco,Education,Information Technology and Services,,0,1,0,Full-time,,Professional,0
8248,Payroll Clerk,London,Education,Education Management,,0,1,0,Full-time,Entry level,High School or equivalent,0
17691,Data Entry Admin/Clerical Positions - Work From Home,San Francisco,Engineering,Marketing and Advertising,,0,0,0,,,,0
16831,Customer Service Reps Needed For Expansion,Sacramento,Other,Consumer Services,,0,1,1,,,,1
14149,Graduates: English Teacher Abroad (Conversational),San Francisco,Design,Hospital & Health Care,,0,1,1,Contract,Entry level,Bachelor's Degree,1
17540,Cruise Staff Wanted *URGENT*,New York,Administrative,Education Management,,0,0,1,,,,0
11727,Customer Service Rep - CL&P Energy Choice Program,Sacramento,Sales,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
11053,Driver I - Part Time ,London,Other,Oil & Energy,,0,1,0,Part-time,Entry level,High School or equivalent,1
11588,SEO Analysis,San Francisco,Other,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
11509,Returning BI Professionals,Sacramento,Education,Telecommunications,,0,1,1,Full-time,,,1
14470,"Home Health RN--Show Low, AZ",Athens,Administrative,Internet,,0,1,0,,,,1
16077,Accounting Manager,New York,Administrative,Internet,55000-65000,0,1,1,Full-time,Not Applicable,Bachelor's Degree,1
671,"Bank CFO & Controller-Madison, WI",New York,Education,Computer Software,,0,1,0,,,,1
13668,Warehouse Manager - San Diego,San Francisco,Customer Service,Telecommunications,,0,1,1,Full-time,Entry level,High School or equivalent,1
15402,"VP, Sales, East Coast",Athens,Education,Financial Services,,0,1,0,Full-time,Director,,1
17680,Home Based Payroll Typist/Data Entry Clerks Positions Available,Athens,Engineering,Marketing and Advertising,,0,0,0,,,,0
6058, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,London,Sales,Information Technology and Services,250000-500000,0,0,0,Full-time,Not Applicable,High School or equivalent,0
15268,English Teacher Abroad,Sacramento,Design,Financial Services,,0,1,1,Contract,,Bachelor's Degree,1
9842,Client Services Manager - SM1,Sacramento,Education,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
1652,Service Delivery Manager 2 ,San Francisco,Design,Education Management,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
15018,JavaScript Client Engineer,San Francisco,Education,Consumer Services,34000-44000,0,1,1,Full-time,Mid-Senior level,,1
2515,Senior Sales Manager,Sacramento,Design,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,,1
15197,Production Supervisor,London,Information Technology,Hospital & Health Care,,0,0,0,Full-time,,,1
13699,Junior Developer / Professional Services Agent,Sacramento,Engineering,Education Management,,0,0,1,Full-time,Not Applicable,,1
5517,Home Based Payroll Typist/Data Entry Clerks Positions Available,San Francisco,Customer Service,Marketing and Advertising,,0,0,0,,,,0
16426,Rockstar Sales Representative,San Francisco,Design,Telecommunications,,0,1,1,,,,1
4833,Senior Engineering Product Manager,New York,Engineering,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
4347,"Discipline Manager Civil, Structural, Marine, Architectural",New York,Engineering,Marketing and Advertising,,0,0,0,,,,0
2402,Environmental Specialist,Sacramento,Design,Financial Services,,0,1,1,Full-time,Associate,,1
16598,Human Resources Recruiter (45K-60K),Athens,Education,Financial Services,,0,1,0,Full-time,,,1
13382,PHARMACEUTICAL SALES REPRESENTATIVE *High Commissions!*,Athens,Other,Hospital & Health Care,100000-150000,0,1,1,Full-time,,Associate Degree,1
2274,Customer Service Representative,London,Marketing,Education Management,30000-50000,1,1,0,Full-time,Entry level,High School or equivalent,0
16897,PHP Developer,San Francisco,Administrative,Oil & Energy,80000-110000,0,1,0,Full-time,Associate,Bachelor's Degree,1
16863,Document Control Specialist,New York,Customer Service,Consumer Services,,0,1,0,,,,0
2626,Digital Marketing,Athens,Design,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
13822,E-commerce administrator,London,Other,Consumer Services,,0,0,0,Full-time,Entry level,Bachelor's Degree,1
17660,"Agency Sales Managers $150-$175,000/yr",Sacramento,Education,Financial Services,,0,1,0,Full-time,Associate,High School or equivalent,0
10842,Dinosaur hunter / Junior developer,San Francisco,Design,Telecommunications,30000-45000,0,1,1,Full-time,,Bachelor's Degree,1
5017,Offshore Construction Superintendent,San Francisco,Design,Marketing and Advertising,,0,0,0,Full-time,,,0
1580,Beauty & Fragrance consultants needed,Athens,Health Care Provider,Telecommunications,,0,1,0,,,,1
17288,Inside Consumer Sales Representative,Athens,Health Care Provider,Education Management,,0,1,1,Full-time,,,1
8787,Senior Customer Support Engineer,San Francisco,Health Care Provider,Marketing and Advertising,,0,1,0,Full-time,Mid-Senior level,Unspecified,1
15458,"Business Development Manager - Sales Marketing Exp - Northeast, CT",London,Design,Information Technology and Services,,0,0,0,Full-time,,,1
4828,Web Developer - ECommerce,Athens,Education,Telecommunications,50000-65000,0,1,0,Full-time,Associate,,1
12622,Addiction and Mental Health Counsellor,Athens,Health Care Provider,Financial Services,44624-53764,0,1,0,Full-time,,Bachelor's Degree,1
5203,Publisher Account Manager Denmark,London,Other,Hospital & Health Care,,0,1,0,,,,1
5942,Admin Assistant,London,Information Technology,Oil & Energy,,0,0,0,Full-time,,,0
2931,Data Entry Clerk,Athens,Engineering,Education Management,20-3075,0,0,0,Part-time,Not Applicable,Unspecified,0
3962,Night Baker,Athens,Health Care Provider,Consumer Services,,0,1,1,,,,1
9347,Mail Customer Service Associate 2 - Part Time ,Sacramento,Customer Service,Hospital & Health Care,,0,1,0,Part-time,Entry level,High School or equivalent,1
10983,Director of Rehab,Athens,Education,Marketing and Advertising,,0,0,0,Full-time,Not Applicable,Certification,1
17706,"Account Sales Managers $80-$130,000/yr",San Francisco,Other,Information Technology and Services,,0,1,0,Full-time,Associate,High School or equivalent,0
17616,Accounting Clerk($20/hr),London,Customer Service,Education Management,,0,0,0,Full-time,Entry level,High School or equivalent,0
16726,Industrial Engineering,San Francisco,Design,Oil & Energy,,0,1,0,Full-time,Associate,,1
4315,Programista Flash / FLEX,Athens,Health Care Provider,Internet,,0,1,1,,,,1
1984,Mobile Developer,New York,Design,Hospital & Health Care,,0,1,1,Full-time,Associate,,1
17635,URGENT Part Timers & Full Timers Required.,San Francisco,Other,Financial Services,,0,0,0,Part-time,,,0
16502,iOS Developer,San Francisco,Design,Oil & Energy,65000-100000,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17807,Front Office Manager/Reception,San Francisco,Other,Information Technology and Services,,0,0,0,Full-time,Entry level,,0
6232,Travel Agent,Athens,Sales,Oil & Energy,,0,0,1,,,,0
2054,Service Delivery Manager 2 ,Sacramento,Health Care Provider,Consumer Services,,0,1,0,Full-time,Associate,Bachelor's Degree,1
9869,Graduates: English Teacher Abroad ,Sacramento,Other,Oil & Energy,,0,1,0,Contract,,Bachelor's Degree,1
3741,High School Earth Science Teacher,Athens,Health Care Provider,Hospital & Health Care,,0,1,1,Full-time,,Master's Degree,1
9326,Part-time Administrative Position,New York,Education,Information Technology and Services,,0,1,1,Part-time,Not Applicable,High School or equivalent,1
3983,Event Specialists,Sacramento,Other,Oil & Energy,,0,1,1,Full-time,Entry level,High School or equivalent,1
83,Edinburgh Fragrance and Beauty Promotional Staff,New York,Administrative,Internet,,0,1,1,Temporary,Associate,Unspecified,1
3555,Lettings Negotiator,Sacramento,Education,Education Management,17000-20000,0,0,0,Full-time,Mid-Senior level,Unspecified,1
9456,Customer Service Associate - Records ,Athens,Customer Service,Consumer Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
17172,Customer Service Representative (Consignor Relations),Sacramento,Administrative,Hospital & Health Care,,0,1,0,,,,1
15094,Business Development for an experienced Real Estate Broker,Athens,Other,Hospital & Health Care,,0,1,1,Full-time,Associate,Certification,1
10205,Customer Service Associate ,San Francisco,Administrative,Information Technology and Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
17817,Administrative Clerk,London,Engineering,Telecommunications,15000-30000,0,0,0,Full-time,Not Applicable,Unspecified,0
1041,Hotel Housekeeper,Athens,Health Care Provider,Consumer Services,,0,1,0,Full-time,Entry level,Unspecified,1
17649,Vemma Brand Partner,London,Sales,Marketing and Advertising,,0,0,1,Full-time,Not Applicable,,0
7995,Lead Engineer,Athens,Design,Consumer Services,,0,1,1,Full-time,,,1
5165,Translation Project Manager,Sacramento,Education,Hospital & Health Care,,1,1,0,,,,1
1281,Material Handler,Sacramento,Administrative,Telecommunications,,0,0,0,,,,1
1922,Developer,Sacramento,Education,Consumer Services,,0,0,0,,,,1
12987,Customer Experience Partner,Sacramento,Other,Marketing and Advertising,,0,1,1,Full-time,Entry level,High School or equivalent,1
7112,Senior Software Engineer,Athens,Marketing,Consumer Services,,0,0,1,Full-time,Mid-Senior level,Master's Degree,1
15874,Collections Representatives,Athens,Other,Telecommunications,,0,1,0,Full-time,Entry level,,1
11559,"Executive Assistant, Task Lead",San Francisco,Design,Internet,0-48000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
224,English Teacher Abroad ,Sacramento,Education,Marketing and Advertising,,0,1,1,Contract,,Bachelor's Degree,1
4590,Web design intern,London,Marketing,Computer Software,,1,1,0,,,,0
17873,Product Manager,Sacramento,Administrative,Marketing and Advertising,,0,1,0,Full-time,,,1
4318,LEAD - Oracle (Hyperion) Essbase - (5-8 YEARS),Sacramento,Design,Information Technology and Services,,0,0,0,,,,1
3224,English Teacher Abroad (Conversational),Athens,Health Care Provider,Consumer Services,,0,1,1,Contract,Entry level,Bachelor's Degree,1
283,"Full-Time Caregiver (Position B) for Easygoing, Caring Woman ",Sacramento,Education,Hospital & Health Care,,0,1,1,Full-time,,,1
16040,Marketing Sales Associate,Sacramento,Education,Telecommunications,,0,0,0,Full-time,Not Applicable,Bachelor's Degree,1
2615,Director of Enrollment,Athens,Education,Telecommunications,,0,1,0,Full-time,Director,Master's Degree,1
14381,Sr.PHP Developer,New York,Administrative,Consumer Services,300000-500000,0,0,0,Full-time,Mid-Senior level,Master's Degree,1
6273,Software Engineer,London,Education,Internet,40000-70000,0,1,0,Full-time,Not Applicable,,1
14726,Field Operations Specialist,Sacramento,Other,Telecommunications,,0,1,0,Full-time,Director,Bachelor's Degree,1
4278,"Graphic Artist, East Asia Pacific Division Office",San Francisco,Administrative,Financial Services,,0,1,0,,,,1
15528,Sr. Data Engineer,Sacramento,Design,Computer Software,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
1139,Administrative Assistant,Athens,Customer Service,Internet,,0,0,0,Full-time,Entry level,Unspecified,0
3296,Physical Therapist,Athens,Health Care Provider,Financial Services,,0,0,0,Part-time,Not Applicable,Certification,1
16409,Controller,Sacramento,Design,Computer Software,,0,1,1,Full-time,,Bachelor's Degree,1
3311,Customer Service Representative,Athens,Engineering,Computer Software,30000-50000,1,1,0,Full-time,Entry level,High School or equivalent,0
515,Sheffield Fragrance and Beauty Promotional Staff,Sacramento,Health Care Provider,Oil & Energy,,0,1,0,Temporary,,,1
7660,Entry Level Office Receptionist,San Francisco,Marketing,Education Management,,1,0,0,,Entry level,Some High School Coursework,0
6699,App Developer,London,Design,Consumer Services,,0,0,1,,,,1
6566,FILE DRIVER,London,Other,Computer Software,23000-28000,0,1,1,Full-time,Associate,High School or equivalent,0
17610,CUSTOMER SERVICES REP( FULL TIME POSITION),Sacramento,Education,Consumer Services,,0,0,1,Full-time,Associate,High School or equivalent,0
13868,Contract Gameplay Programmer,New York,Design,Education Management,,1,0,0,,,,1
7574,Contact Resolution Supervisor,Sacramento,Education,Financial Services,,0,1,1,Full-time,Associate,Unspecified,1
963,Web Designer,Athens,Education,Financial Services,,0,0,0,Full-time,,,1
6344,Executive Administrator / Office Manager ,San Francisco,Administrative,Oil & Energy,,0,1,1,Full-time,,Associate Degree,1
11433,Account Executive (B2B SaaS),Sacramento,Administrative,Financial Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
15229,Director of Contact Center Operations,San Francisco,Administrative,Computer Software,,0,1,1,Full-time,Not Applicable,,1
7109,Web Developer,San Francisco,Health Care Provider,Hospital & Health Care,,0,1,0,Full-time,,,1
7309,Financial Advisor,Athens,Education,Financial Services,,0,1,0,Full-time,,High School or equivalent,1
6543,"Senior Wealth/Estate Planner-Chicago, IL",Athens,Other,Computer Software,,0,1,0,,,,1
15812,Senior Product Manager,Athens,Education,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
11837,New Product Development Project Leader,San Francisco,Design,Telecommunications,,0,0,0,Full-time,,,1
1944,Consultant,Sacramento,Education,Hospital & Health Care,,0,0,1,,,,1
6775,Healthcare Support Rep. ,Sacramento,Engineering,Information Technology and Services,,0,1,0,Full-time,Associate,Associate Degree,1
3925,McAfee Technology Security Specialist,Athens,Design,Hospital & Health Care,,0,0,1,Full-time,Mid-Senior level,Unspecified,1
2617,"Developer and Database Administrator  Pittsburgh, PA",New York,Information Technology,Internet,,0,0,0,,,,0
8272,Head of Partnerships,New York,Health Care Provider,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
15543,DevOps Engineer,Athens,Education,Financial Services,,1,1,0,Full-time,Mid-Senior level,,1
13829,Sales Professional,Sacramento,Education,Telecommunications,33000-100000,0,1,0,,,Unspecified,1
9843,"Client Services Manager NY, NY 1",London,Education,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
14004,Data scientist,Athens,Customer Service,Financial Services,,0,1,1,Full-time,,,1
1785,Automation Tester,Sacramento,Education,Oil & Energy,40000-50000,0,0,0,Full-time,Entry level,Bachelor's Degree,1
4491,Chiropractic Office Assistant,San Francisco,Education,Consumer Services,,0,0,0,,,,1
10113,Subsea Process Plant Layout Designer,Athens,Administrative,Marketing and Advertising,,0,1,0,Full-time,,,0
14723,FT and PT Evening Habilitation Specialist/Direct Care Staff,Sacramento,Education,Telecommunications,,0,1,1,,Entry level,High School or equivalent,1
15903,2015 MBA- Research Associate,Athens,Administrative,Education Management,,0,1,1,Full-time,Associate,Master's Degree,1
11770,Product Development Engineer PLC,New York,Engineering,Telecommunications,120000-180000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
16875,Want to work at Global Beach?,Athens,Education,Marketing and Advertising,,0,1,0,,,,1
10023,Shipper (Santa Fe Springs),New York,Design,Consumer Services,,0,1,1,,,,1
17513,Call Center Representative,Athens,Customer Service,Internet,,0,1,0,,,,0
6974,Photography Internship,New York,Administrative,Telecommunications,,0,1,1,,,,1
10347,Cosmetic and Fragrance position,New York,Administrative,Financial Services,,0,1,0,,,,1
6968,  Mechanical Engineering Manager,New York,Engineering,Information Technology and Services,,0,0,0,Full-time,,,0
8394,"Weekly CASH Jobs, Hiring Part Time Workers.",New York,Health Care Provider,Computer Software,,0,0,0,Part-time,,,0
14998,"School Bus Monitor - Kitchener-Waterloo, Wellington County",Athens,Design,Telecommunications,,0,1,1,Part-time,,,1
11118,CR0 4XH Customer Service Apprenticeships Under NAS 16-24 Year Olds Only,London,Other,Hospital & Health Care,,0,1,1,Full-time,Not Applicable,High School or equivalent,1
2453,Junior Wording & Translation Manager (m/f),Athens,Health Care Provider,Consumer Services,,0,1,1,Full-time,,,1
5895,Field Service Tech Capital Equipment    1970,New York,Engineering,Financial Services,,0,0,0,Full-time,,,0
4131,Principal Product Applications Engineer ( FCoE ),New York,Education,Hospital & Health Care,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
14350,Videography/Photography Internship,New York,Administrative,Consumer Services,,0,1,0,Temporary,Internship,Some College Coursework Completed,1
6725,Real Estate Agent,San Francisco,Customer Service,Consumer Services,,0,1,0,,,,1
2981,"International Broadcaster, Serbian Language",New York,Education,Telecommunications,,0,1,0,,,,1
6639,"IT Analyst, PEI",New York,Information Technology,Consumer Services,,0,1,0,,,,1
16528,Customer Happiness Engineer,San Francisco,Education,Oil & Energy,,0,1,0,Full-time,Entry level,,1
1720,Inside Sales,San Francisco,Design,Consumer Services,,0,0,0,,,,1
7119,Technical Repair Centre Specialist ,New York,Health Care Provider,Financial Services,80000-100000,0,1,1,Full-time,Mid-Senior level,Vocational,1
